Rat Gene Symbol	Human Gene Symbol
Me1	ME1
Me2	ME2
Me3	ME3
Mea1	MEA1
Meaf6	MEAF6
Meak7	MEAK7
Mecom	MECOM
Mecp2	MECP2
Mecr	MECR
Med1	MED1
Med10	MED10
Med11	MED11
Med12	MED12
Med12l	MED12L
Med13	MED13
Med13l	MED13L
Med14	MED14
Med15	MED15
Med16	MED16
Med17	MED17
Med18	MED18
Med19	MED19
Med20	MED20
Med21	MED21
Med22	MED22
Med23	MED23
Med24	MED24
Med25	MED25
Med26	MED26
Med27	MED27
Med28	MED28
Med29	MED29
Med30	MED30
Med31	MED31
Med4	MED4
Med6	MED6
Med7	MED7
Med8	NA
Med9	MED9
Medag	MEDAG
Mef2a	MEF2A
Mef2b	MEF2B
Mef2c	MEF2C
Mef2d	MEF2D
Mefv	MEFV
Megf10	MEGF10
Megf11	MEGF11
Megf6	MEGF6
Megf8	MEGF8
Megf9	MEGF9
Mei1	MEI1
Mei4	MEI4
Meig1	MEIG1
Meikin	MEIKIN
Meiob	MEIOB
Meioc	MEIOC
Meiosin	MEIOSIN
Meis1	MEIS1
Meis2	MEIS2
Meis3	MEIS3
Melk	MELK
Meltf	MELTF
Memo1	MEMO1
Men1	MEN1
Meox1	MEOX1
Meox2	MEOX2
Mep1a	MEP1A
Mep1b	MEP1B
Mepce	MEPCE
Mepe	MEPE
Mertk	MERTK
Mesd	MESD
Mesp1	MESP1
Mesp2	MESP2
Mest	MEST
Met	MET
Metap1	METAP1
Metap1d	METAP1D
Metap2	METAP2
Metrn	METRN
Metrnl	METRNL
Mettl1	METTL1
Mettl11b	METTL11B
Mettl14	METTL14
Mettl15	METTL15
Mettl17	METTL17
Mettl18	METTL18
Mettl2	METTL2A
Mettl21a	METTL21A
Mettl21c	METTL21C
Mettl21cl1	METTL21C
Mettl21ep	METTL21EP
Mettl22	METTL22
Mettl23	METTL23
Mettl24	METTL24
Mettl25	METTL25
Mettl26	METTL26
Mettl27	METTL27
Mettl3	METTL3
Mettl4	METTL4
Mettl5	METTL5
Mettl6	METTL6
Mettl7a	METTL7A
Mettl7b	METTL7B
Mettl8	METTL8
Mettl9	METTL9
Mex3a	MEX3A
Mex3b	MEX3B
Mex3c	MEX3C
Mex3d	MEX3D
Mfap1a	MFAP1
Mfap2	MFAP2
Mfap3	MFAP3
Mfap3l	MFAP3L
Mfap4	MFAP4
Mfap5	MFAP5
Mff	MFF
Mfge8	MFGE8
Mfhas1	MFHAS1
Mfn1	MFN1
Mfn2	MFN2
Mfng	MFNG
Mfrp	MFRP
Mfsd1	MFSD1
Mfsd10	MFSD10
Mfsd11	MFSD11
Mfsd12	MFSD12
Mfsd13a	MFSD13A
Mfsd14a	MFSD14A
Mfsd14b	MFSD14B
Mfsd2a	MFSD2A
Mfsd2b	MFSD2B
Mfsd3	MFSD3
Mfsd4a	MFSD4A
Mfsd4b	MFSD4B
Mfsd5	MFSD5
Mfsd6	MFSD6
Mfsd6l	MFSD6L
Mfsd8	MFSD8
Mfsd9	MFSD9
Mga	MGA
Mgam	MGAM
Mgarp	MGARP
Mgat1	MGAT1
Mgat2	MGAT2
Mgat3	MGAT3
Mgat4a	MGAT4A
Mgat4b	MGAT4B
Mgat4c	MGAT4C
Mgat4d	MGAT4D
Mgat4e	MGAT4EP
Mgat5	MGAT5
Mgat5b	MGAT5B
MGC105567	NA
MGC105649	C15orf48
MGC108823	NA
MGC109340	SPCS3
MGC112692	SPN
MGC114246	CTSL
MGC114483	MAGEB17
MGC114483	MAGEB6
MGC114492	MAGEA1
MGC114492	MAGEA10
MGC114492	MAGEA11
MGC114492	MAGEA2B
MGC114492	MAGEA3
MGC114492	MAGEA4
MGC114492	MAGEA6
MGC114492	MAGEA8
MGC114492	MAGEA9
MGC114492	MAGEA9B
MGC114492	MAGEC1
MGC114492	MAGEC2
MGC114492	MAGEC3
MGC114499	C2orf78
MGC116121	C18orf21
MGC116197	NA
MGC116202	KIAA0895L
MGC93861	C10orf62
MGC94199	C8orf37
MGC94199	C8orf37
MGC94207	C8orf82
MGC94891	C6orf118
MGC95208	C3orf38
MGC95210	C17orf80
Mgll	MGLL
Mgme1	MGME1
Mgmt	MGMT
Mgp	MGP
Mgrn1	MGRN1
Mgst1	MGST1
Mgst2	MGST2
Mgst3	MGST3
Mia	MIA
Mia2	MIA2
Mia3	MIA3
Miat	MIAT
Mib1	MIB1
Mib2	MIB2
Mical1	MICAL1
Mical2	MICAL2
Mical3	MICAL3
Micalcl	MICALCL
Micall1	MICALL1
Micall2	MICALL2
Micb	MICB
Micos10	MICOS10
Micos13	MICOS13
Micu1	MICU1
Micu2	MICU2
Micu3	MICU3
Mid1	MID1
Mid1ip1	MID1IP1
Mid2	MID2
Mideas	MIDEAS
Midn	MIDN
Mief1	MIEF1
Mief2	MIEF2
Mien1	MIEN1
Mier1	MIER1
Mier2	MIER2
Mier3	MIER3
Mif	MIF
Mif4gd	MIF4GD
Miga1	MIGA1
Miga2	MIGA2
Miip	MIIP
Mill1	MICA
Milr1	MILR1
Minar1	MINAR1
Minar2	MINAR2
Mindy1	MINDY1
Mindy2	MINDY2
Mindy3	MINDY3
Mindy4	MINDY4
Mindy4b	MINDY4B
Mink1	MINK1
Minpp1	MINPP1
Mios	MIOS
Miox	MIOX
Mip	MIP
Mipep	MIPEP
Mipol1	MIPOL1
Mir1	MIR1-2
Mir100	MIR100
Mir101-2	MIR101-2
Mir101a	MIR101-1
Mir103a1	MIR103A1
Mir103a2	MIR103A2
Mir105	MIR105-2
Mir106a	MIR106A
Mir106b	MIR106B
Mir107	MIR107
Mir10a	MIR10A
Mir10b	MIR10B
Mir1188	NA
Mir1193	NA
Mir1199	NA
Mir122	MIR122
Mir1224	MIR1224
Mir124-1	MIR124-1
Mir124-2	MIR124-2
Mir124-3	MIR124-3
Mir1247	NA
Mir1249	MIR1249
Mir125a	MIR125A
Mir125b1	MIR125B1
Mir125b2	MIR125B2
Mir126a	MIR126
Mir126b	MIR126
Mir127	MIR127
Mir128-1	MIR128-1
Mir128-2	MIR128-2
Mir129-1	MIR129-1
Mir129-2	MIR129-2
Mir1297	NA
Mir1298	NA
Mir1306	MIR1306
Mir130a	MIR130A
Mir130b	MIR130B
Mir132	MIR132
Mir133a1	MIR133A1
Mir133b	MIR133B
Mir134	MIR134
Mir135a	MIR135A2
Mir135b	MIR135B
Mir136	MIR136
Mir137	MIR137
Mir138-1	MIR138-1
Mir138-2	MIR138-2
Mir139	MIR139
Mir140	MIR140
Mir141	MIR141
Mir142	MIR142
Mir143	MIR143
Mir144	MIR144
Mir145	MIR145
Mir146a	MIR146A
Mir146b	MIR146B
Mir147	MIR147B
Mir148a	MIR148A
Mir148b	MIR148B
Mir149	NA
Mir150	MIR150
Mir151	MIR151A
Mir151b	MIR151B
Mir152	MIR152
Mir153	MIR153-2
Mir154	MIR154
Mir155	MIR155
Mir15a	NA
Mir15b	MIR15B
Mir16	MIR16-2
Mir17	MIR17
Mir181a-1	NA
Mir181a2	MIR181A2
Mir181b1	MIR181B1
Mir181b2	MIR181B2
Mir181c	MIR181C
Mir181d	MIR181D
Mir182	NA
Mir183	MIR183
Mir184	MIR184
Mir1843b	NA
Mir185	MIR185
Mir186	MIR186
Mir187	MIR187
Mir188	MIR188
Mir1896	NA
Mir18a	MIR18A
Mir190	MIR190A
Mir190a-2	MIR190A
Mir190b	MIR190B
Mir191	MIR191
Mir1912	MIR1912
Mir192	MIR192
Mir193	NA
Mir193a	MIR193A
Mir193b	MIR193B
Mir194-1	MIR194-1
Mir194-2	MIR194-2
Mir1949	NA
Mir195	MIR195
Mir1956	NA
Mir196a	MIR196A2
Mir196b	MIR196B
Mir196b-2	MIR196B
Mir196c	MIR196A1
Mir199a2	MIR199A2
Mir19a	MIR19A
Mir19b1	MIR19B1
Mir19b2	MIR19B2
Mir1b	MIR1-1
Mir200a	MIR200A
Mir200b	MIR200B
Mir200c	MIR200C
Mir201	NA
Mir202	MIR202
Mir203	NA
Mir204	MIR204
Mir205	MIR205
Mir206	MIR206
Mir207	NA
Mir208a	MIR208A
Mir208b	MIR208B
Mir20a	MIR20A
Mir20b	MIR20B
Mir21	MIR21
Mir210	MIR210
Mir211	MIR211
Mir212	MIR212
Mir214	NA
Mir215	NA
Mir216a	MIR216A
Mir216b	MIR216B
Mir217	MIR217
Mir218-1	NA
Mir218-2	MIR218-2
Mir219-2	NA
Mir219a1	MIR219A1
Mir22	MIR22
Mir221	MIR221
Mir222	MIR222
Mir223	MIR223
Mir224	MIR224
Mir23a	MIR23A
Mir23b	MIR23B
Mir24-1	NA
Mir24-2	MIR24-2
Mir25	MIR25
Mir26a	MIR26A1
Mir26b	MIR26B
Mir27a	MIR27A
Mir27b	MIR27B
Mir28	MIR28
Mir290	MIR371A
Mir291a	MIR372
Mir291b	MIR371A
Mir292	MIR371A
Mir293	MIR371A
Mir294	MIR372
Mir295-1	MIR372
Mir295-2	MIR372
Mir296	MIR296
Mir2964	MIR219B
Mir297	NA
Mir298	MIR298
Mir2985	NA
Mir299	NA
Mir299b	MIR299
Mir29a	MIR29A
Mir29b1	MIR29B1
Mir29b2	MIR29B2
Mir29b-3	MIR29B2
Mir29c	NA
Mir29c-2	NA
Mir300	MIR300
Mir301a	MIR301A
Mir301b	MIR301B
Mir3064	NA
Mir3065	NA
Mir3072	NA
Mir3074	NA
Mir3075	NA
Mir3084a	NA
Mir3084a-2	NA
Mir3084a-4	NA
Mir3084c	NA
Mir3085	NA
Mir3099	NA
Mir30a	MIR30A
Mir30b	MIR30B
Mir30c1	MIR30C1
Mir30c2	MIR30C2
Mir30d	MIR30D
Mir30e	MIR30E
Mir31	MIR31
Mir3102	NA
Mir3120	MIR3120
Mir32	MIR32
Mir320a	MIR320A
Mir322	MIR424
Mir322-2	MIR424
Mir323	MIR323A
Mir324	MIR324
Mir325	NA
Mir326	MIR326
Mir327	NA
Mir328	MIR328
Mir328b	NA
Mir329	NA
Mir33	MIR33A
Mir330	MIR330
Mir331	MIR331
Mir335	NA
Mir336	NA
Mir337	MIR337
Mir338	NA
Mir339	MIR339
Mir340-1	NA
Mir340-2	NA
Mir341	NA
Mir342	MIR342
Mir343	NA
Mir344-1	NA
Mir344a-2	NA
Mir344b-1	NA
Mir344b-2	NA
Mir344b-3	NA
Mir344g	NA
Mir344i	NA
Mir345	MIR345
Mir346	MIR346
Mir347	NA
Mir3473	NA
Mir349	NA
Mir34a	MIR34A
Mir34b	MIR34B
Mir34c	MIR34C
Mir350	NA
Mir350-2	NA
Mir351	NA
Mir351-2	NA
Mir352	NA
Mir3541	NA
Mir3542	NA
Mir3542-2	NA
Mir3543	NA
Mir3543-2	NA
Mir3544	NA
Mir3545	MIR203B
Mir3546	MIR208A
Mir3547	NA
Mir3548	MIR200A
Mir3550	NA
Mir3551	NA
Mir3552	NA
Mir3553	NA
Mir3554	MIR31
Mir3555	MIR191
Mir3556a	NA
Mir3556b	NA
Mir3556b-2	NA
Mir3557	MIR378D2
Mir3558	NA
Mir3559	NA
Mir3560	NA
Mir3561	NA
Mir3562	NA
Mir3564	NA
Mir3565	NA
Mir3566	NA
Mir3568	NA
Mir3569	NA
Mir3570	NA
Mir3571	NA
Mir3572	NA
Mir3573	NA
Mir3574	NA
Mir3575	MIR200B
Mir3576	NA
Mir3577	NA
Mir3578	NA
Mir3579	NA
Mir3580	NA
Mir3581	MIR656
Mir3582	MIR133A1
Mir3583	NA
Mir3584	NA
Mir3584-2	NA
Mir3585	MIR513C
Mir3587	NA
Mir3588	NA
Mir3589	NA
Mir3590	NA
Mir3591	MIR122
Mir3592	NA
Mir3593	NA
Mir3594	NA
Mir3595	NA
Mir3596a	NA
Mir3596b	NA
Mir3596c	NA
Mir3597-1	NA
Mir3597-2	NA
Mir3597-3	NA
Mir361	MIR361
Mir362	NA
Mir363	MIR363
Mir365b	MIR365B
Mir369	NA
Mir370	MIR370
Mir374b	MIR374B
Mir375	MIR375
Mir376a	NA
Mir376b	NA
Mir376c	NA
Mir377	MIR377
Mir378	NA
Mir378b	NA
Mir379	NA
Mir380	NA
Mir381	MIR381
Mir382	NA
Mir383	MIR383
Mir384	NA
Mir409	MIR409
Mir410	MIR410
Mir411	MIR411
Mir412	MIR412
Mir421	NA
Mir423	MIR423
Mir425	MIR425
Mir429	MIR429
Mir431	MIR431
Mir433	MIR433
Mir434	NA
Mir434-2	NA
Mir448	MIR448
Mir449a	MIR449A
Mir449c	MIR449C
Mir450a1	MIR450A1
Mir450b-1	NA
Mir450b-2	NA
Mir451a	MIR451A
Mir452	NA
Mir455	MIR455
Mir463	NA
Mir465	NA
Mir466b-1	NA
Mir466b-2	NA
Mir466b-3	NA
Mir466b-4	NA
Mir466c	NA
Mir466d	NA
Mir471	NA
Mir483	NA
Mir484	MIR484
Mir485	NA
Mir486	MIR486-1
Mir487b	MIR487B
Mir488	MIR488
Mir489	MIR489
Mir490	MIR490
Mir493	NA
Mir494	MIR494
Mir495	NA
Mir496	MIR496
Mir497	MIR497
Mir499a	MIR499A
Mir500	MIR502
Mir501	NA
Mir503	MIR503
Mir503-2	NA
Mir504	NA
Mir505	NA
Mir509	MIR514B
Mir511	NA
Mir5132	NA
Mir532	MIR532
Mir539	NA
Mir540	NA
Mir541	MIR541
Mir542	MIR542
Mir542-2	NA
Mir542-3	NA
Mir543	NA
Mir544	MIR544A
Mir547	NA
Mir551b	MIR551B
Mir568	NA
Mir582	MIR582
Mir592	MIR592
Mir598	MIR598
Mir598-2	NA
Mir615	MIR615
Mir6215	NA
Mir6216	NA
Mir628	MIR628
Mir6314	NA
Mir6315	NA
Mir6316	NA
Mir6317-1	NA
Mir6317-2	NA
Mir6318	NA
Mir6319-1	NA
Mir6319-2	NA
Mir632	MIR632
Mir6320	NA
Mir6321	NA
Mir6322	NA
Mir6323	NA
Mir6324	NA
Mir6325	NA
Mir6326	NA
Mir6327	NA
Mir6328	NA
Mir6329	NA
Mir6330	NA
Mir6331	NA
Mir6332	NA
Mir6333	NA
Mir6334	NA
Mir652	MIR652
Mir653	MIR653
Mir664-2	NA
Mir665	MIR665
Mir666	NA
Mir667	NA
Mir668	NA
Mir671	MIR671
Mir672	NA
Mir673	NA
Mir674	NA
Mir675	MIR675
Mir676	MIR676
Mir678	NA
Mir679	NA
Mir702	NA
Mir708	MIR708
Mir709	NA
Mir7-1	MIR7-1
Mir711	MIR711
Mir741	NA
Mir742	NA
Mir743a	NA
Mir743b	NA
Mir7578	NA
Mir758	NA
Mir759	NA
Mir760	MIR760
Mir761	MIR761
Mir762	NA
Mir764	MIR764
Mir770	MIR770
Mir7a2	MIR7-2
Mir7b	MIR7-3
Mir802	MIR802
Mir871	NA
Mir872	NA
Mir873	MIR873
Mir874	MIR874
Mir875	MIR875
Mir876	MIR876
Mir877	MIR877
Mir878	NA
Mir879	NA
Mir880	NA
Mir881	NA
Mir883	NA
Mir9-1	NA
Mir9-2	NA
Mir92a1	MIR92A1
Mir92a2	MIR92A2
Mir92b	MIR92B
Mir93	MIR93
Mir9-3	MIR9-3
Mir935	NA
Mir96	MIR96
Mir98	MIR98
Mir99a	MIR99A
Mir99b	MIR99B
Mirlet7a1	MIRLET7A1
Mirlet7a-2	NA
Mirlet7b	MIRLET7B
Mirlet7c1	MIRLET7C
Mirlet7c2	MIRLET7A3
Mirlet7d	MIRLET7D
Mirlet7e	NA
Mirlet7f1	NA
Mirlet7f-1	NA
Mirlet7f2	MIRLET7F2
Mirlet7g	MIRLET7G
Mirlet7i	MIRLET7I
Mis12	MIS12
Mis18a	MIS18A
Mis18bp1	MIS18BP1
Misp	MISP
Misp3	MISP3
Mitd1	MITD1
Mitf	MITF
Mix23	MIX23
Mixl1	MIXL1
Mk1	PFN1
Mki67	MKI67
Mkks	MKKS
Mkln1	MKLN1
Mknk1	MKNK1
Mknk2	MKNK2
Mkrn1	MKRN1
Mkrn2	MKRN2
Mkrn2os	MKRN2OS
Mkrn3	MKRN3
Mks1	MKS1
Mkx	MKX
Mlana	MLANA
Mlc1	MLC1
Mlec	MLEC
Mlf1	MLF1
Mlf2	MLF2
Mlh1	MLH1
Mlh3	MLH3
Mlip	MLIP
Mlkl	MLKL
Mllt1	MLLT1
Mllt10	MLLT10
Mllt11	MLLT11
Mllt3	MLLT3
Mllt6	MLLT6
Mln	MLN
Mlnr	TRHR
Mlph	MLPH
Mlst8	MLST8
Mlx	MLX
Mlxip	MLXIP
Mlxipl	MLXIPL
Mlycd	MLYCD
Mmaa	MMAA
Mmab	MMAB
Mmachc	MMACHC
Mmadhc	MMADHC
Mmd	MMD
Mmd2	MMD2
Mme	MME
Mmel1	MMEL1
Mmgt1	MMGT1
Mmgt2	MMGT1
Mmp1	MMP1
Mmp10	MMP10
Mmp11	MMP11
Mmp12	MMP12
Mmp13	MMP13
Mmp14	MMP14
Mmp15	MMP15
Mmp16	MMP16
Mmp17	MMP17
Mmp17	MMP17
Mmp19	MMP19
Mmp1b	MMP1
Mmp2	MMP2
Mmp20	MMP20
Mmp21	MMP21
Mmp23	MMP23B
Mmp24	MMP24
Mmp24os	MMP24OS
Mmp25	MMP25
Mmp27	MMP27
Mmp28	MMP28
Mmp3	MMP3
Mmp7	MMP7
Mmp8	MMP8
Mmp9	MMP9
Mmrn1	MMRN1
Mmrn2	MMRN2
Mms19	MMS19
Mms22l	MMS22L
Mmut	MMUT
Mn1	MN1
Mnat1	MNAT1
Mnd1	MND1
Mnda	MNDA
Mns1	MNS1
Mnt	MNT
Mnx1	MNX1
Moap1	MOAP1
Mob1a	MOB1A
Mob1b	MOB1B
Mob2	MOB2
Mob3a	MOB3A
Mob3b	MOB3B
Mob3c	MOB3C
Mob4	MOB4
Mobp	MOBP
Mocos	MOCOS
Mocs1	MOCS1
Mocs2	MOCS2
Mocs2	MOCS2
Mocs3	MOCS3
Mog	MOG
Mogat1	MOGAT1
Mogat2	MOGAT2
Mogat3	MOGAT3
Mogs	MOGS
Mok	MOK
Mon1a	MON1A
Mon1b	MON1B
Mon2	MON2
Morc1	MORC1
Morc2	MORC2
Morc2b	MORC2
Morc3	MORC3
Morc4	MORC4
Morf4l1	MORF4L1
Morf4l2	MORF4L2
Morn1	MORN1
Morn2	MORN2
Morn3	MORN3
Morn4	MORN4
Morn5	MORN5
Mos	MOS
Mosmo	MOSMO
Mospd1	MOSPD1
Mospd2	MOSPD2
Mospd3	MOSPD3
Mospd4	VAPA
Mov10	MOV10
Mov10l1	MOV10L1
Moxd1	MOXD1
Moxd2	MOXD2P
Mpc1	MPC1
Mpc1l	MPC1L
Mpc2	MPC2
Mpdu1	MPDU1
Mpdz	MPDZ
Mpeg1	MPEG1
Mpg	MPG
Mphosph10	MPHOSPH10
Mphosph6	MPHOSPH6
Mphosph8	MPHOSPH8
Mphosph9	MPHOSPH9
Mpi	MPI
Mpig6b	MPIG6B
Mpl	MPL
Mplkip	MPLKIP
Mpnd	MPND
Mpo	MPO
Mpp1	MPP1
Mpp2	MPP2
Mpp3	MPP3
Mpp4	MPP4
Mpp5	MPP5
Mpp6	MPP6
Mpp7	MPP7
Mppe1	MPPE1
Mpped1	MPPED1
Mpped2	MPPED2
Mprip	MPRIP
Mpst	MPST
Mptx1	MPTX1
Mpv17	MPV17
Mpv17l	MPV17L
Mpv17l2	MPV17L2
Mpz	MPZ
Mpzl1	MPZL1
Mpzl2	MPZL2
Mpzl3	MPZL3
Mr1	MR1
Mrap	MRAP
Mrap2	MRAP2
Mras	MRAS
Mrc1	MRC1
Mrc2	MRC2
Mre11	MRE11
Mreg	MREG
Mrfap1	MRFAP1
Mrgbp	MRGBP
Mrgprb13	MAS1L
Mrgprb13	MRGPRX1
Mrgprb13	MRGPRX2
Mrgprb13	MRGPRX3
Mrgprb13	MRGPRX4
Mrgprb3	MAS1L
Mrgprb3	MRGPRX1
Mrgprb3	MRGPRX2
Mrgprb3	MRGPRX3
Mrgprb3	MRGPRX4
Mrgprb4	MAS1L
Mrgprb4	MRGPRX1
Mrgprb4	MRGPRX2
Mrgprb4	MRGPRX3
Mrgprb4	MRGPRX4
Mrgprb5	MAS1L
Mrgprb5	MRGPRX1
Mrgprb5	MRGPRX2
Mrgprb5	MRGPRX3
Mrgprb5	MRGPRX4
Mrgprc	NA
Mrgprd	MRGPRD
Mrgpre	MRGPRE
Mrgprf	MRGPRF
Mrgprg	MRGPRG
Mrgprx1	MRGPRX1
Mrgprx2	MRGPRX2
Mrgprx2l	MAS1L
Mrgprx2l	MRGPRX1
Mrgprx2l	MRGPRX2
Mrgprx2l	MRGPRX3
Mrgprx2l	MRGPRX4
Mrgprx3	MRGPRX3
Mrgprx4	MRGPRX4
Mri1	MRI1
Mrln	MRLN
Mrm1	MRM1
Mrm2	MRM2
Mrm3	MRM3
Mrnip	MRNIP
Mro	MRO
Mroh1	MROH1
Mroh2b	MROH2B
Mroh4	MROH5
Mroh5	MROH5
Mroh6	MROH6
Mroh7	MROH7
Mroh8	MROH8
Mroh9	MROH9
Mrpl1	MRPL1
Mrpl10	MRPL10
mrpl11	MRPL11
Mrpl12	MRPL12
Mrpl13	MRPL13
Mrpl14	MRPL14
Mrpl15	MRPL15
Mrpl16	MRPL16
Mrpl17	MRPL17
Mrpl18	MRPL18
Mrpl19	MRPL19
Mrpl2	MRPL2
Mrpl20	MRPL20
Mrpl21	MRPL21
Mrpl22	MRPL22
Mrpl23	MRPL23
mrpl24	MRPL24
Mrpl27	MRPL27
Mrpl28	MRPL28
Mrpl3	MRPL3
Mrpl30	MRPL30
Mrpl32	MRPL32
Mrpl33	MRPL33
Mrpl34	MRPL34
Mrpl35	MRPL35
Mrpl36	MRPL36
Mrpl37	MRPL37
Mrpl38	MRPL38
Mrpl39	MRPL39
Mrpl4	MRPL4
Mrpl40	MRPL40
Mrpl41	MRPL41
Mrpl42	MRPL42
Mrpl43	MRPL43
Mrpl44	MRPL44
Mrpl45	MRPL45
Mrpl46	MRPL46
Mrpl47	MRPL47
Mrpl48	MRPL48
Mrpl49	MRPL49
Mrpl50	MRPL50
Mrpl51	MRPL51
Mrpl52	MRPL52
Mrpl53	MRPL53
Mrpl54	MRPL54
Mrpl55	MRPL55
Mrpl57	MRPL57
Mrpl58	MRPL58
mrpl9	MRPL9
Mrps10	MRPS10
Mrps11	MRPS11
Mrps12	MRPS12
Mrps14	MRPS14
Mrps15	MRPS15
Mrps16	MRPS16
Mrps17	MRPS17
Mrps18a	MRPS18A
Mrps18b	MRPS18B
Mrps18c	MRPS18C
Mrps2	MRPS2
Mrps21	MRPS21
Mrps21l	MRPS21
Mrps22	MRPS22
Mrps23	MRPS23
Mrps24	MRPS24
Mrps25	MRPS25
Mrps26	MRPS26
Mrps27	MRPS27
Mrps28	MRPS28
Mrps30	MRPS30
Mrps31	MRPS31
Mrps33	MRPS33
Mrps34	MRPS34
Mrps35	MRPS35
Mrps36	MRPS36
Mrps5	MRPS5
Mrps6	MRPS6
Mrps7	MRPS7
Mrps9	MRPS9
Mrrf	MRRF
Mrs2	MRS2
Mrtfa	MRTFA
Mrtfb	MRTFB
Mrto4	MRTO4
Ms4a1	MS4A1
Ms4a10	MS4A10
Ms4a12	MS4A12
Ms4a13-ps1	MS4A13
Ms4a14	MS4A14
Ms4a15	MS4A15
Ms4a18	MS4A18
Ms4a2	MS4A2
Ms4a3	MS4A3
Ms4a4a	MS4A4A
Ms4a4c	MS4A4A
Ms4a4c	MS4A4E
Ms4a4e	MS4A4A
Ms4a4e	MS4A4E
Ms4a5	MS4A5
Ms4a6a	MS4A6A
Ms4a6b	NA
Ms4a6bl	MS4A6A
Ms4a6c	NA
Ms4a6e	MS4A6E
Ms4a7	MS4A7
Ms4a8	MS4A8
Msantd1	MSANTD1
Msantd3	MSANTD3
Msantd4	MSANTD4
Msc	MSC
Msgn1	MSGN1
Msh2	MSH2
Msh3	MSH3
Msh4	MSH4
Msh5	MSH5
Msh6	MSH6
Msi1	MSI1
Msi2	MSI2
Msl1	MSL1
Msl2	MSL2
Msl3	MSL3
Msl3l2	MSL3P1
Msln	MSLN
Mslnl	MSLNL
Msmb	MSMB
Msmo1	MSMO1
Msmp	MSMP
Msn	MSN
Msr1	MSR1
Msra	MSRA
Msrb1	MSRB1
Msrb2	MSRB2
Msrb3	MSRB3
Mss51	MSS51
Mst1	MST1
Mst1r	MST1R
Mstn	MSTN
Msto1	MSTO1
Msx1	MSX1
Msx2	MSX2
Msx3	NA
Mt1	MT1A
Mt1m	MT1L
Mt2A	MT2A
Mt3	MT3
Mt4	MT4
Mta1	MTA1
Mta2	MTA2
Mta3	MTA3
Mtap	MTAP
Mtarc1	MTARC1
Mtarc2	MTARC2
Mt-atp6	MT-ATP6
Mt-atp8	MT-ATP8
Mtbp	MTBP
Mtch1	MTCH1
Mtch2	MTCH2
Mtcl1	MTCL1
Mt-co1	MT-CO1
Mt-co2	MT-CO2
Mt-co3	MT-CO3
Mtcp1	MTCP1
Mt-cyb	MT-CYB
Mtdh	MTDH
Mterf1	MTERF1
Mterf2	MTERF2
Mterf3	MTERF3
Mterf4	MTERF4
Mtf1	MTF1
Mtf2	MTF2
Mtfmt	MTFMT
Mtfp1	MTFP1
Mtfr1	MTFR1
Mtfr1l	MTFR1L
Mtfr2	MTFR2
Mtg1	MTG1
Mtg2	MTG2
Mthfd1	MTHFD1
Mthfd1l	MTHFD1L
Mthfd2	MTHFD2
Mthfd2l	MTHFD2L
Mthfr	MTHFR
Mthfs	MTHFS
Mthfsd	MTHFSD
Mtif2	MTIF2
Mtif3	MTIF3
Mtm1	MTM1
Mtmr1	MTMR1
Mtmr10	MTMR10
Mtmr11	MTMR11
Mtmr12	MTMR12
Mtmr14	MTMR14
Mtmr2	MTMR2
Mtmr3	MTMR3
Mtmr4	MTMR4
Mtmr6	MTMR6
Mtmr7	MTMR7
Mtmr9	MTMR9
Mt-nd1	MT-ND1
Mt-nd2	MT-ND2
Mt-nd3	MT-ND3
Mt-nd4	MT-ND4
Mt-nd4l	MT-ND4L
Mt-nd5	MT-ND5
Mt-nd6	MT-ND6
Mtnr1a	MTNR1A
Mtnr1b	MTNR1B
Mto1	MTO1
Mtor	MTOR
Mtpap	MTPAP
Mtpn	MTPN
Mtr	MTR
Mtres1	MTRES1
Mtrex	MTREX
Mtrf1	MTRF1
Mtrf1l	MTRF1L
Mtrr	MTRR
Mtss1	MTSS1
Mtss2	MTSS2
Mttp	MTTP
Mturn	MTURN
Mtus1	MTUS1
Mtus2	MTUS2
Mtx1	MTX1
Mtx2	MTX2
Mtx3	MTX3
Muc1	MUC1
Muc13	MUC13
Muc15	MUC15
Muc16	MUC16
Muc19	MUC19
Muc19l1	NA
Muc2	MUC2
Muc20	MUC20
Muc3	MUC17
Muc4	MUC4
Muc5ac	MUC5AC
Muc5b	MUC5B
Muc6	MUC6
Mucl1	NA
Mucl3	MUCL3
Mug1	PZP
Mug2	A2M
Mug2	PZP
Mul1	MUL1
Mup4	NA
Mup5	NA
Mus81	MUS81
Musk	MUSK
Mustn1	MUSTN1
Mutyh	MUTYH
Mvb12a	MVB12A
Mvb12b	MVB12B
Mvd	MVD
Mvk	MVK
Mvp	MVP
Mx1	MX1
Mx2	MX1
Mxd1	MXD1
Mxd3	MXD3
Mxd4	MXD4
Mxi1	MXI1
Mxra7	MXRA7
Mxra8	MXRA8
Myadm	MYADM
Myadml2	MYADML2
Myb	MYB
Mybbp1a	MYBBP1A
Mybl1	MYBL1
Mybl2	MYBL2
Mybpc1	MYBPC1
Mybpc2	MYBPC2
Mybpc3	MYBPC3
Mybph	MYBPH
Mybphl	MYBPHL
Myc	MYC
Mycbp	MYCBP
Mycbp2	MYCBP2
Mycbp2	MYCBP2
Mycbpap	MYCBPAP
Mycl	MYCL
Mycn	MYCN
Mycs	MYCN
Myct1	MYCT1
